"SEQ_ITEM","PORT_CODE","BRANCH","CONTNO","NOPOL","BLOK","SLOT","ROW","TIER","CONTSIZE","CONTTYPE","CONTOWNER","CONTSTATUS","PRINCIPAL","DG_FLAG","HOLD_FLAG","DMG_FLAG","OD_FLAG","FREEUSED_FLAG","FULLMT","SEALNO","WEIGHT","CMDTY_CODE","CMDTY_DESC","VESSEL_VOYAGE","POL","POT","POD","BGKNO","BLNO","DWINO","RESERVE_FIELD","MOVE_TIME","REPO_TIME","VESSEL_OPERATOR","CONT_GRADE","FORM_ID","DOC_ID","KADE","CREATEDON","CREATEDBY","MODIFIEDBY","MODIFIEDON"
1743,IDJKT,JKT64,MRTU2221700,H10,"2a","11","4","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:30",,,,770,"40997","218",,,,
1744,IDJKT,JKT64,MRTU2128346,H10,"2a","11","4","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:31",,,,770,"40997","218",,,,
1745,IDJKT,JKT64,MRTU2146519,H15,"2a","11","4","5","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:34",,,,770,"40997","218",,,,
1746,IDJKT,JKT64,FCIU6085670,H15,"2a","11","5","5","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:35",,,,770,"40997","218",,,,
1747,IDJKT,JKT64,MRLU2342220,H07,"2a","10","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:38",,,,770,"40997","218",,,,
1748,IDJKT,JKT64,MRTU2043510,H02,"2a","12","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:44",,,,770,"40997","218",,,,
1749,IDJKT,JKT64,MRTU2012356,H02,"2a","12","6","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:45",,,,770,"40997","218",,,,
1750,IDJKT,JKT64,MRTU2240850,H05,"2a","12","6","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:48",,,,770,"40997","218",,,,
1751,IDJKT,JKT64,MRTU2019495,H05,"2a","12","6","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:49",,,,770,"40997","218",,,,
1752,IDJKT,JKT64,MRTU2170428,H18,"2a","12","5","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 21:51",,,,770,"40997","218",,,,
1753,IDJKT,JKT64,MRTU2150294,H18,"2a","12","5","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 21:52",,,,770,"40997","218",,,,
1754,IDJKT,JKT64,MRTU2030555,H09,"2a","12","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:54",,,,770,"40997","218",,,,
1757,IDJKT,JKT64,FCIU2219111,HMJT,"2a","12","4","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:59",,,,770,"40997","218",,,,
1759,IDJKT,JKT64,MRTU2109238,H14,"2a","12","4","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:03",,,,770,"40997","218",,,,
1760,IDJKT,JKT64,TRHU7674020,B9815SYL,,,,,"40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:10",,,,770,"40997","218",,,,
1761,IDJKT,JKT64,SEGU3517423,H14,"1a","4","6","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:37",,,,770,"40997","218",,,,
1762,IDJKT,JKT64,CXDU1598731,H14,"1a","4","6","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:38",,,,770,"40997","218",,,,
1763,IDJKT,JKT64,DFSU3190084,H07,"1a","4","6","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:43",,,,770,"40997","218",,,,
1764,IDJKT,JKT64,MRTU2096300,H07,"1a","4","6","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:45",,,,770,"40997","218",,,,
1765,IDJKT,JKT64,BEAU2910310,H16,"1a","4","1","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:47",,,,770,"40997","218",,,,
1766,IDJKT,JKT64,TIIU2710120,H16,"1a","4","1","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:49",,,,770,"40997","218",,,,
1767,IDJKT,JKT64,MRTU2265884,H02,"1a","4","1","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:52",,,,770,"40997","218",,,,
1768,IDJKT,JKT64,MRTU2007391,H02,"1a","4","1","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:53",,,,770,"40997","218",,,,
1769,IDJKT,JKT64,MRTU2311233,H05,"1a","4","3","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:58",,,,770,"40997","218",,,,
1770,IDJKT,JKT64,MRTU2310113,H05,"1a","4","3","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:00",,,,770,"40997","218",,,,
1771,IDJKT,JKT64,MRTU2283851,H03,"1a","4","3","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:02",,,,770,"40997","218",,,,
1772,IDJKT,JKT64,MRTU2218820,H03,"1a","4","3","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:03",,,,770,"40997","218",,,,
1773,IDJKT,JKT64,TLLU3255790,H21,"1a","10","1","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:12",,,,770,"40997","218",,,,
1774,IDJKT,JKT64,SITU2769959,H21,"1a","10","1","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:13",,,,770,"40997","218",,,,
1775,IDJKT,JKT64,MRTU2220848,H10,"1a","10","1","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:15",,,,770,"40997","218",,,,
1776,IDJKT,JKT64,MRTU2159199,H10,"1a","10","1","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:16",,,,770,"40997","218",,,,
1777,IDJKT,JKT64,MRTU2307871,Hmjt,"2a","10","3","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:32",,,,770,"40997","218",,,,
1778,IDJKT,JKT64,MRTU2259984,H18,"2a","10","3","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:34",,,,770,"40997","218",,,,
1779,IDJKT,JKT64,MRTU2268857,Ht06,"1b","19","6","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:27",,,,770,"41007",Cy218,,,,
1780,IDJKT,JKT64,MRTU2230110,Ht06,"1b","19","6","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:28",,,,770,"41007",Cy218,,,,
1781,IDJKT,JKT64,MRTU2248418,Ht01,"1b","19","6","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:28",,,,770,"41007",Cy218,,,,
1782,IDJKT,JKT64,MRTU2260706,Ht01,"1b","19","6","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:29",,,,770,"41007",Cy218,,,,
1783,IDJKT,JKT64,FCIU6090450,Ht02,"1b","19","5","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:30",,,,770,"41007",Cy218,,,,
1784,IDJKT,JKT64,MRTU2310140,Ht02,"1b","19","5","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 20:31",,,,770,"41007",Cy218,,,,
1785,IDJKT,JKT64,HPCU4319645,Ht20,"1b","12","2","2","40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 21:49",,,,770,"41007",Cy218,,,,
1786,IDJKT,JKT64,HPCU4314160,Ht21,"1b","12","2","3","40",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 21:57",,,,770,"41007",Cy218,,,,
1787,IDJKT,JKT64,TRHU8895940,Ht05,"1b","12","2","4","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:58",,,,770,"41007",Cy218,,,,
1788,IDJKT,JKT64,HPCU4315125,Ht14,"1b","12","5","1","40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 21:59",,,,770,"41007",Cy218,,,,
1789,IDJKT,JKT64,BMOU6042582,Ht02,"1b","12","5","2","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:01",,,,770,"41007",Cy218,,,,
1790,IDJKT,JKT64,MRTU9617610,Ht17,"1b","12","5","3","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:02",,,,770,"41007",Cy218,,,,
1792,IDJKT,JKT64,MRTU9666615,Ht20,"1b","12","4","2","40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:11",,,,770,"41007",Cy218,,,,
1793,IDJKT,JKT64,HPCU4318844,Ht09,"1b","12","4","3","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:12",,,,770,"41007",Cy218,,,,
1794,IDJKT,JKT64,SEGU4071439,Mjt02,"1b","12","3","1","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:13",,,,770,"41007",Cy218,,,,
1795,IDJKT,JKT64,HPCU4314896,Ht14,"1b","12","4","4","40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:14",,,,770,"41007",Cy218,,,,
1796,IDJKT,JKT64,TCNU2966637,Ht19,"1b","12","3","2","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:20",,,,770,"41007",Cy218,,,,
1797,IDJKT,JKT64,TXGU8955740,Ht01,"1b","20","3","1","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:22",,,,770,"41007",Cy218,,,,
1798,IDJKT,JKT64,MRTU9621647,Ht11,"1b","20","3","2","40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:28",,,,770,"41007",Cy218,,,,
1799,IDJKT,JKT64,MRTU9624456,Ht04,"1b","20","3","3","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:30",,,,770,"41007",Cy218,,,,
1800,IDJKT,JKT64,MRTU9628385,Ht20,"1b","20","3","4","40",HC,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:30",,,,770,"41007",Cy218,,,,
1801,IDJKT,JKT64,MRTU2191800,B9691vm,,,,,"20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:27",,,,770,"41007",Cy218,,,,
1802,IDJKT,JKT74,HPCU2231447,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:13",,,,770,"40994","219",,,,
1803,IDJKT,JKT74,MRTU2305246,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:14",,,,770,"40994","219",,,,
1804,IDJKT,JKT74,CRXU1288939,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:15",,,,770,"40994","219",,,,
1805,IDJKT,JKT74,MRTU2026030,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:16",,,,770,"40994","219",,,,
1806,IDJKT,JKT74,MRTU2087123,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:16",,,,770,"40994","219",,,,
1808,IDJKT,JKT74,MRTU2170881,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:17",,,,770,"40994","219",,,,
1809,IDJKT,JKT74,MRTU2059800,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:18",,,,770,"40994","219",,,,
1810,IDJKT,JKT74,MRTU2190804,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:18",,,,770,"40994","219",,,,
1811,IDJKT,JKT74,MRTU2250436,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:18",,,,770,"40994","219",,,,
1814,IDJKT,JKT74,MRTU2276087,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:22",,,,770,"40994","219",,,,
1816,IDJKT,JKT74,MRTU2104529,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:41",,,,770,"40994","219",,,,
1818,IDJKT,JKT74,MRTU2104046,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:42",,,,770,"40994","219",,,,
1819,IDJKT,JKT74,MRTU2127381,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:43",,,,770,"40994","219",,,,
1821,IDJKT,JKT74,MRTU2135978,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:45",,,,770,"40994","219",,,,
1822,IDJKT,JKT74,MRTU2023448,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:48",,,,770,"40994","219",,,,
1823,IDJKT,JKT74,MRTU2140887,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:49",,,,770,"40994","219",,,,
1824,IDJKT,JKT74,MRTU2309072,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:49",,,,770,"40994","219",,,,
1826,IDJKT,JKT74,MRTU2028120,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:50",,,,770,"40994","219",,,,
1827,IDJKT,JKT74,MRTU2230701,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:51",,,,770,"40994","219",,,,
1828,IDJKT,JKT74,MRTU2273724,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:53",,,,770,"40994","219",,,,
1829,IDJKT,JKT74,MRTU2108057,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 20:54",,,,770,"40994","219",,,,
1830,IDJKT,JKT74,MRTU2277627,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:02",,,,770,"40994","219",,,,
1831,IDJKT,JKT74,MRTU2071298,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:03",,,,770,"40994","219",,,,
1832,IDJKT,JKT74,MRTU2013060,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:03",,,,770,"40994","219",,,,
1833,IDJKT,JKT74,MRTU2120258,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:04",,,,770,"40994","219",,,,
1834,IDJKT,JKT74,MRTU2116005,,,,,,,GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:06",,,,770,"40994","219",,,,
1835,IDJKT,JKT74,MRTU2014723,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:07",,,,770,"40994","219",,,,
1837,IDJKT,JKT74,MRTU2082034,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:30",,,,770,"40994","219",,,,
1838,IDJKT,JKT74,MRTU2169026,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:31",,,,770,"40994","219",,,,
1839,IDJKT,JKT74,MRLU2362118,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:31",,,,770,"40994","219",,,,
1840,IDJKT,JKT74,MRLU2380810,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:32",,,,770,"40994","219",,,,
1841,IDJKT,JKT74,MRLU2377247,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:33",,,,770,"40994","219",,,,
1842,IDJKT,JKT74,FCIU2434135,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:45",,,,770,"40994","219",,,,
1843,IDJKT,JKT74,MRTU2194395,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:45",,,,770,"40994","219",,,,
1844,IDJKT,JKT74,MRTU2229212,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:48",,,,770,"40994","219",,,,
1845,IDJKT,JKT74,MRTU2084649,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 21:49",,,,770,"40994","219",,,,
1846,IDJKT,JKT74,MRTU2206182,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:00",,,,770,"40994","219",,,,
1847,IDJKT,JKT74,MRTU2266469,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:01",,,,770,"40994","219",,,,
1848,IDJKT,JKT74,MRTU2290613,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:01",,,,770,"40994","219",,,,
1849,IDJKT,JKT74,MRTU2026811,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:02",,,,770,"40994","219",,,,
1850,IDJKT,JKT74,MRTU2180621,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:08",,,,770,"40994","219",,,,
1851,IDJKT,JKT74,MRTU2204554,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:09",,,,770,"40994","219",,,,
1852,IDJKT,JKT74,MRTU2152147,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:10",,,,770,"40994","219",,,,
1856,IDJKT,JKT74,MRTU2066619,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:12",,,,770,"40994","219",,,,
1857,IDJKT,JKT74,MRTU2156097,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:12",,,,770,"40994","219",,,,
1862,IDJKT,JKT74,MRTU2016074,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:16",,,,770,"40994","219",,,,
1864,IDJKT,JKT74,MRTU2080258,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:21",,,,770,"40994","219",,,,
1865,IDJKT,JKT74,MRTU2017949,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:22",,,,770,"40994","219",,,,
1866,IDJKT,JKT74,CRXU3222545,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:24",,,,770,"40994","219",,,,
1867,IDJKT,JKT74,MRLU2358139,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:25",,,,770,"40994","219",,,,
1868,IDJKT,JKT74,MRTU2075436,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:29",,,,770,"40994","219",,,,
1869,IDJKT,JKT74,MAGU2389998,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:29",,,,770,"40994","219",,,,
1870,IDJKT,JKT74,MRTU2146843,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:31",,,,770,"40994","219",,,,
1871,IDJKT,JKT74,MRTU2053761,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:32",,,,770,"40994","219",,,,
1872,IDJKT,JKT74,MRTU2064149,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:51",,,,770,"40994","219",,,,
1873,IDJKT,JKT74,MRTU2191159,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:53",,,,770,"40994","219",,,,
1874,IDJKT,JKT74,MRTU2057849,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:06",,,,770,"40994","219",,,,
1875,IDJKT,JKT74,MRTU2118395,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:07",,,,770,"40994","219",,,,
1876,IDJKT,JKT74,MRTU2033322,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:08",,,,770,"40994","219",,,,
1877,IDJKT,JKT74,MRTU2035027,,,,,,,GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:09",,,,770,"40994","219",,,,
1878,IDJKT,JKT74,MRLU2385263,,,,,,,GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:10",,,,770,"40994","219",,,,
1879,IDJKT,JKT74,CRXU3309368,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:10",,,,770,"40994","219",,,,
1880,IDJKT,JKT74,MRTU2115293,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:12",,,,770,"40994","219",,,,
1881,IDJKT,JKT74,MRTU2109310,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:12",,,,770,"40994","219",,,,
1882,IDJKT,JKT74,MRTU2034653,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:13",,,,770,"40994","219",,,,
1883,IDJKT,JKT74,MRTU2103348,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:13",,,,770,"40994","219",,,,
1884,IDJKT,JKT74,DNAU2131650,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:15",,,,770,"40994","219",,,,
1885,IDJKT,JKT74,MRTU2008783,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:16",,,,770,"40994","219",,,,
1886,IDJKT,JKT74,MRTU2274280,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:16",,,,770,"40994","219",,,,
1888,IDJKT,JKT74,MRTU2003586,,,,,,"20",EC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:18",,,,770,"40994","219",,,,
1889,IDJKT,JKT74,MRTU2177058,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:19",,,,770,"40994","219",,,,
1890,IDJKT,JKT74,MRLU2344109,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:20",,,,770,"40994","219",,,,
1891,IDJKT,JKT74,MRLU2316848,,,,,,"20",EC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:21",,,,770,"40994","219",,,,
1892,IDJKT,JKT74,MRTU2093194,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:24",,,,770,"40994","219",,,,
1893,IDJKT,JKT74,MRTU2072355,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:24",,,,770,"40994","219",,,,
1894,IDJKT,JKT74,MRTU2016536,,,,,,,GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:37",,,,770,"40994","219",,,,
1895,IDJKT,JKT74,MRTU2008680,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:38",,,,770,"40994","219",,,,
1896,IDJKT,JKT74,MRTU2012720,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:39",,,,770,"40994","219",,,,
1897,IDJKT,JKT74,MRTU2119745,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:40",,,,770,"40994","219",,,,
1898,IDJKT,JKT74,MRTU2142909,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:41",,,,770,"40994","219",,,,
1899,IDJKT,JKT74,MRTU2151027,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:42",,,,770,"40994","219",,,,
1900,IDJKT,JKT74,MRTU2002872,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:45",,,,770,"40994","219",,,,
1901,IDJKT,JKT74,MRTU2003061,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:46",,,,770,"40994","219",,,,
1902,IDJKT,JKT74,MRTU2220637,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:49",,,,770,"40994","219",,,,
1903,IDJKT,JKT74,MRTU2166813,,,,,,"20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:50",,,,770,"40994","219",,,,
1904,,JKT64,TRHU8891924,Ht07,"3a","6","4","3","40",HC,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:40",,,,770,"40996","218",,,,
1905,,JKT64,MRTU2104093,Ht09,"3a","7","4","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:41",,,,770,"40996","218",,,,
1906,,JKT64,MRTU2171580,Ht09,"3a","7","4","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 22:43",,,,770,"40996","218",,,,
1907,,JKT64,MRTU2116319,Ht05,"3a","7","4","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:45",,,,770,"40996","218",,,,
1908,,JKT64,MRTU2282536,Ht05,"3a","7","4","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 22:49",,,,770,"40996","218",,,,
1909,,JKT64,MRTU2081526,Ht06,"3a","7","5","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:04",,,,770,"40996","218",,,,
1910,,JKT64,MRTU2181839,Ht06,"3a","7","5","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:05",,,,770,"40996","218",,,,
1911,,JKT64,MRTU2318460,Mjt02,"3a","7","5","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:06",,,,770,"40996","218",,,,
1912,,JKT64,MRTU2264532,Mjt02,"3a","7","5","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:07",,,,770,"40996","218",,,,
1913,,JKT64,HPCU2931311,Ht19,"3a","7","3","1","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:07",,,,770,"40996","218",,,,
1914,,JKT64,HPCU3000186,Ht19,"3a","7","3","2","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:08",,,,770,"40996","218",,,,
1915,,JKT64,MRTU2227586,Ht01,"3a","7","3","3","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:14",,,,770,"40996","218",,,,
1916,,JKT64,MRTU2128665,Ht01,"3a","7","3","4","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:15",,,,770,"40996","218",,,,
1917,,JKT64,SITU2532587,Ht13,"3a","7","1","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:16",,,,770,"40996","218",,,,
1918,,JKT64,SITU2573122,Ht13,"3a","7","1","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:17",,,,770,"40996","218",,,,
1919,,JKT64,MRTU2076730,Ht08,"3a","13","2","1","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:21",,,,770,"40996","218",,,,
1920,,JKT64,MRTU2102634,Ht08,"3a","13","2","2","20",GP,,,,,,,,,E,,,,,,,,,,,,,"18-06-2026 23:22",,,,770,"40996","218",,,,
1921,,JKT64,DFSU3190628,Ht07,"3a","13","2","3","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:23",,,,770,"40996","218",,,,
1922,,JKT64,MRTU2105037,Ht07,"3a","13","2","4","20",GP,,,,,,,,,F,,,,,,,,,,,,,"18-06-2026 23:27",,,,770,"40996","218",,,,
